feature,relative_time_bin,median,q25,q75,n
fast_ripple_power,4.125,0.44309617951512337,-4.198055624961853,0.8389444053173065,5
fast_ripple_power,4.25,0.44309617951512337,-4.198055624961853,0.6616416871547699,5
fast_ripple_power,4.375,-0.0827956460416317,-3.8461846709251404,0.5276469886302948,5
fast_ripple_power,4.5,-0.0827956460416317,-3.8461846709251404,0.061211973428726196,5
fast_ripple_power,4.625,-0.28863397240638733,-3.803668439388275,0.21951309219002724,5
fast_ripple_power,4.75,-0.28863397240638733,-3.684471219778061,0.3916851170361042,5
fast_ripple_power,4.875,0.3059253394603729,-3.657261848449707,0.5061336942017078,5
fast_suppression_joint,-4.875,0.0018693804740905762,0.0,0.09195640683174133,5
fast_suppression_joint,-4.75,0.02639707922935486,0.003249913454055786,0.09290385246276855,5
fast_suppression_joint,-4.625,0.23025256395339966,0.02639707922935486,0.293036550283432,5
fast_suppression_joint,-4.5,0.23025256395339966,0.08096855878829956,0.293036550283432,5
fast_suppression_joint,-4.375,-0.008852839469909668,-0.05277210474014282,0.013496160507202148,5
fast_suppression_joint,-4.25,-0.070961594581604,-0.11770281195640564,-0.026331931352615356,5
fast_suppression_joint,-4.125,-0.11812666058540344,-0.25358568131923676,-0.026331931352615356,5
fast_suppression_joint,-4.0,-0.11812666058540344,-0.25358568131923676,-0.0017876625061035156,5
fast_suppression_joint,-3.875,-0.042433589696884155,-0.06771959364414215,-0.0017876625061035156,5
fast_suppression_joint,-3.75,-0.06771959364414215,-0.2423587441444397,-0.042433589696884155,5
fast_suppression_joint,-3.625,-0.36779549717903137,-0.8332937359809875,-0.023916766047477722,5
fast_suppression_joint,-3.5,-0.32137587293982506,-0.8332937359809875,-0.08815142512321472,5
fast_suppression_joint,-3.375,-0.06532543897628784,-0.1888524293899536,0.15683859586715698,5
fast_suppression_joint,-3.25,0.0,-0.16676028072834015,0.15683859586715698,5
fast_suppression_joint,-3.125,-0.25358568131923676,-0.2646912634372711,0.0,5
fast_suppression_joint,-3.0,-0.25358568131923676,-0.2816730737686157,0.0,5
fast_suppression_joint,-2.875,-0.25358568131923676,-0.2959170639514923,-0.19303280115127563,5
fast_suppression_joint,-2.75,0.1983865201473236,-0.25358568131923676,0.21817642450332642,5
fast_suppression_joint,-2.625,0.31960853934288025,0.023916766047477722,0.41624122858047485,5
fast_suppression_joint,-2.5,0.4768013656139374,0.25602032244205475,0.5884678065776825,5
fast_suppression_joint,-2.375,0.27178479731082916,0.24866992235183716,0.5884678065776825,5
fast_suppression_joint,-2.25,0.25602032244205475,0.24866992235183716,0.298263281583786,5
fast_suppression_joint,-2.125,0.14840532839298248,-0.36779549717903137,0.298263281583786,5
fast_suppression_joint,-2.0,0.14840532839298248,-0.36779549717903137,0.3538382947444916,5
fast_suppression_joint,-1.875,0.3365492969751358,-0.36779549717903137,0.6131845414638519,5
fast_suppression_joint,-1.75,0.6131845414638519,-0.3043050840497017,0.7044206410646439,5
fast_suppression_joint,-1.625,0.23088085651397705,0.19483762979507446,0.3380950391292572,5
fast_suppression_joint,-1.5,0.19483762979507446,0.14757516980171204,0.23088085651397705,5
fast_suppression_joint,-1.375,-0.034630388021469116,-0.08198282122612,0.15994399785995483,5
fast_suppression_joint,-1.25,0.02777564525604248,-0.2192506492137909,0.15994399785995483,5
fast_suppression_joint,-1.125,0.12813419103622437,-0.8332937359809875,0.2818627953529358,5
fast_suppression_joint,-1.0,0.02777564525604248,-0.8332937359809875,0.13906951248645782,5
fast_suppression_joint,-0.875,0.118896484375,-0.6509428173303604,0.13906951248645782,5
fast_suppression_joint,-0.75,0.04680231213569641,-0.6509428173303604,0.118896484375,5
fast_suppression_joint,-0.625,0.1474229097366333,-0.67149418592453,0.15529528260231018,5
fast_suppression_joint,-0.5,0.1474229097366333,-0.8332937359809875,0.15529528260231018,5
